gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZSCAN16	-0.144880697	-0.351029267	-2.640993251	0.008451509	0.011334596	-4.068674977
KIF18A	-0.188427629	0.418850769	-2.639960092	0.008477056	0.011368075	-4.071372215
LOC285697	-0.091080862	0.481133438	-2.639550555	0.008487201	0.011380897	-4.072441097
PLCH2	0.070984753	0.296659452	2.639177763	0.008496446	0.01139251	-4.073413931
F2RL2	0.086409942	0.463236027	2.638226279	0.008520083	0.011422732	-4.075896309
LOC130951	-0.063730197	0.227721533	-2.638223285	0.008520157	0.011422732	-4.075904118
TSNARE1	0.14966038	-0.116100195	2.637729368	0.008532451	0.011438426	-4.077192377
LOC150384	-0.164222976	-0.018285034	-2.636416693	0.008565199	0.011481538	-4.080615012
WNT8B	0.066143596	0.264913745	2.6362614	0.008569081	0.011485952	-4.081019808
IL2RA	-0.197663254	-0.0881865	-2.635735705	0.008582233	0.011502789	-4.082389945
KLC2	0.192262935	0.479194505	2.635696175	0.008583223	0.011503325	-4.082492963
TRPM6	-0.29304799	-0.446490893	-2.635483947	0.008588538	0.011509657	-4.083046015
SIX6	0.109284392	0.229597895	2.635153023	0.008596832	0.011519979	-4.083908293
TLK2	0.076854318	0.027369002	2.634418325	0.008615271	0.011543894	-4.085822298
PAR4	-0.216033318	0.92576705	-2.633312598	0.008643089	0.011580372	-4.088701905
RP1L1	0.194867967	-0.35750495	2.632697281	0.008658604	0.011600362	-4.09030384
LOC389124	-0.137182806	0.354336074	-2.631389559	0.00869166	0.011643849	-4.093707186
OAS2	-0.142642273	0.184959777	-2.630724827	0.008708507	0.011665616	-4.095436514
ARHGEF6	-0.059425332	-0.216818349	-2.629914191	0.00872909	0.011692385	-4.097544839
EHMT2	-0.096268307	0.293698402	-2.629436009	0.008741253	0.011707872	-4.098788209
BTN2A3	0.066814321	0.1193541	2.629318977	0.008744232	0.011711057	-4.099092484
C1orf81	0.09528394	0.047907887	2.628744967	0.008758856	0.011729837	-4.100584669
OR5AS1	-0.115195359	-0.043177375	-2.627851004	0.008781675	0.011759588	-4.102907962
LOC646498	0.057368394	-0.025286345	2.627210301	0.008798063	0.011780723	-4.104572587
CABP2	0.099439077	0.050173705	2.626042703	0.008827997	0.011819993	-4.10760513
SPATA2	0.136107163	-0.29244796	2.625745923	0.00883562	0.011829388	-4.10837573
DECR1	-0.164698362	-0.240005628	-2.621691657	0.008940352	0.011968783	-4.118894239
PRRG2	0.188752844	0.92227201	2.621640551	0.008941679	0.011969737	-4.119026728
DEAF1	0.153101561	0.075052285	2.621196664	0.008953214	0.011984356	-4.12017737
C16orf3	0.069746504	0.224485657	2.621166212	0.008954006	0.01198447	-4.120256303
MAGEA5	-0.107447105	0.431601801	-2.621146104	0.008954529	0.01198447	-4.120308421
FLJ23834	-0.120829157	-0.093141298	-2.61907903	0.009008429	0.01205578	-4.125664072
ACD	-0.100760296	0.215749557	-2.618909851	0.009012854	0.012060873	-4.126102221
OR4D1	0.116282609	0.04824578	2.618595128	0.009021089	0.012071065	-4.126917232
C19orf2	-0.118337254	0.021188802	-2.618039872	0.009035636	0.012089699	-4.128354896
LOC646871	-0.113851999	-0.183764115	-2.617895192	0.009039429	0.012093945	-4.128729451
OTUB2	0.076442604	0.101431896	2.616868081	0.009066402	0.0121292	-4.131387909
NFYB	0.093461408	-0.163175922	2.616601846	0.009073406	0.012137736	-4.132076834
KIAA0922	-0.149771213	-0.061395017	-2.613559816	0.009153772	0.012244403	-4.139943691
SNAI3	-0.074947034	-0.02367394	-2.613497052	0.009155437	0.012245789	-4.140105907
SPTBN2	0.141514695	0.418155969	2.613331084	0.00915984	0.012250838	-4.140534843
NEURL2	-0.111457134	0.149725993	-2.612934687	0.009170365	0.012264074	-4.141559197
FLJ25758	-0.125793102	0.277473344	-2.612393219	0.00918476	0.012282482	-4.142958194
TNFAIP2	-0.212058302	0.35858683	-2.610703753	0.009229804	0.01234187	-4.147321458
TAS1R1	0.093534425	0.191005411	2.610405002	0.009237789	0.012351701	-4.148092736
USP13	-0.138334668	-0.26430869	-2.610172727	0.009244002	0.01235916	-4.148692331
FLJ23569	0.132346257	-0.184880291	2.608738399	0.009282451	0.012409715	-4.152393758
FBXO38	-0.06790511	0.025837468	-2.607101123	0.009326516	0.012467769	-4.156616474
TRIM46	0.201256403	-0.412800691	2.605767839	0.009362536	0.012515063	-4.160053241
PPM1G	-0.074751318	-0.076939926	-2.605735625	0.009363408	0.01251537	-4.160136256
AGMAT	0.139593207	0.641274006	2.603423025	0.009426187	0.012598418	-4.166093216
REG3A	-0.088855002	0.40277519	-2.603171303	0.009433043	0.012606717	-4.166741306
AQP9	-0.337471095	-0.484089671	-2.602294433	0.009456961	0.012637049	-4.16899844
KCNG1	0.177639244	0.383418106	2.602291674	0.009457036	0.012637049	-4.16900554
NCAPH	0.141523206	-0.221151068	2.601843949	0.009469269	0.012652528	-4.170157732
TMEM16K	-0.091693671	-0.00641965	-2.601658508	0.00947434	0.012658435	-4.170634897
FAM9A	0.136279579	0.424802039	2.600948203	0.009493786	0.012683547	-4.172462294
HOXA7	-0.207107419	0.721839905	-2.60087793	0.009495712	0.01268525	-4.172643058
KRT25	-0.201036829	0.653268473	-2.600558632	0.009504466	0.012696075	-4.173464332
AMFR	0.178085438	-0.181579303	2.60036995	0.009509643	0.01270212	-4.173949598
C1orf91	-0.076125918	0.034220118	-2.600264969	0.009512525	0.012705098	-4.174219584
ZBTB7C	0.068339107	0.054324236	2.600089813	0.009517334	0.01271065	-4.174670014
C8G	-0.103759241	0.259095882	-2.599972525	0.009520555	0.012714081	-4.174971617
LOC285000	-0.125556477	-0.273590948	-2.599706452	0.009527867	0.012722973	-4.175655763
IRAK2	0.068295273	-0.078826698	2.599373515	0.009537023	0.012734328	-4.176511738
MOSPD1	0.086171562	0.086891268	2.598788658	0.009553127	0.012754956	-4.178015135
LOC56854	0.092121608	-0.052918865	2.59796391	0.009575877	0.012784455	-4.180134618
ARFGAP1	0.120149234	-0.170849273	2.597209257	0.009596736	0.012811426	-4.182073388
C20orf66	-0.139761173	-0.030718823	-2.596461878	0.009617434	0.012838178	-4.183992927
AGTR2	-0.236790635	0.433881768	-2.596340849	0.00962079	0.012841778	-4.184303721
MAP4	-0.171408795	-0.135701939	-2.596210246	0.009624412	0.012845732	-4.184639086
KIAA0753	0.131092546	0.0342257	2.59599324	0.009630433	0.012852889	-4.185196281
TGS1	-0.05431027	0.168533778	-2.595663723	0.009639582	0.012864219	-4.186042277
SLC6A6	0.109537111	-0.091491603	2.593633593	0.009696123	0.012938786	-4.191252074
CXorf10	-0.101932307	0.202303711	-2.593306408	0.009705262	0.012950096	-4.192091336
SLC7A13	0.056778696	0.244398641	2.592633002	0.009724098	0.012974341	-4.193818359
ANGPTL3	-0.214940958	1.091733701	-2.59240659	0.009730439	0.012981912	-4.19439892
KIAA1822	-0.076057421	0.398846597	-2.591844497	0.009746195	0.013002043	-4.195840007
C17orf59	0.067007955	0.235406799	2.590383531	0.009787255	0.013055926	-4.199584185
NAPSA	0.071531043	0.139565937	2.589799198	0.009803721	0.013076996	-4.201081139
KIF24	0.098502334	0.26016627	2.589426835	0.009814227	0.013090113	-4.202034895
ZNF211	-0.108190517	-0.192031641	-2.589249544	0.009819232	0.013095893	-4.202488951
ZNF585B	0.130066753	-0.564109994	2.588799207	0.009831957	0.013111967	-4.203642165
C9orf100	0.065173375	0.266135423	2.588707423	0.009834552	0.013114531	-4.203877182
REG3G	0.152167471	-0.31416503	2.588408167	0.009843018	0.013124922	-4.204643375
PDGFB	-0.240696082	0.822371422	-2.587943653	0.009856172	0.013141563	-4.205832513
ATXN2	0.0748243	0.19513547	2.587167763	0.009878178	0.013170004	-4.207818292
TERT	0.101785701	0.051029306	2.586385353	0.009900414	0.013198746	-4.209820167
TMEM39B	-0.128282054	0.594314035	-2.585944454	0.009912964	0.01321369	-4.21094799
ZNF519	0.073013151	0.070408216	2.585943898	0.00991298	0.01321369	-4.210949411
USH1C	-0.354396897	-0.322381091	-2.58538828	0.009928815	0.013233893	-4.21237042
FOXB1	-0.078532162	0.341160548	-2.585058681	0.00993822	0.013245522	-4.213213236
MFI2	0.061137612	-0.013088046	2.584671682	0.009949272	0.013258534	-4.214202693
LOC283267	0.084896615	0.233236283	2.584669206	0.009949343	0.013258534	-4.214209023
SCPEP1	0.151557327	-0.548299001	2.583954474	0.009969784	0.013284865	-4.216036027
SLC26A5	0.07832201	0.088067262	2.583285904	0.009988939	0.013309479	-4.217744584
CRELD1	-0.165616718	-0.013828257	-2.582636919	0.010007564	0.013333384	-4.219402675
ZNF264	-0.119227457	-0.224545484	-2.581753441	0.010032969	0.013366318	-4.221659216
C1orf85	0.17111547	-0.109013559	2.580911146	0.010057243	0.013397741	-4.223809864
GMEB2	0.064147981	0.390408863	2.579335519	0.010102792	0.013457498	-4.227831094
PLA2G4C	0.200186406	-0.702012397	2.577727365	0.01014947	0.013518753	-4.231932854
DPF1	-0.098434293	0.03580414	-2.575742258	0.010207356	0.013594541	-4.236992608
PXMP2	-0.067703395	-0.031902684	-2.575728281	0.010207764	0.013594541	-4.23702822
FA2H	-0.459856765	-0.98535972	-2.575385768	0.010217782	0.013606952	-4.237900845
EBAG9	0.092474208	-0.219096213	2.574859017	0.010233206	0.01362656	-4.239242634
OR5AK2	0.135597208	-0.034944424	2.574228139	0.010251705	0.013650262	-4.24084931
DKFZp761E198	-0.12428272	0.08203057	-2.574116009	0.010254996	0.013653711	-4.241134836
CACNG7	0.132751196	0.25405412	2.573970761	0.010259261	0.013658456	-4.241504674
LOC731797	0.096513107	-0.066800446	2.573435878	0.010274979	0.013678448	-4.24286644
HOXC6	0.072472852	0.080785489	2.573063153	0.010285945	0.013692111	-4.2438152
UNC45B	0.084970277	0.150054851	2.572221759	0.010310738	0.013724176	-4.245956453
ZNF195	0.119972584	-0.410323375	2.571985665	0.010317704	0.013732246	-4.246557162
ZP4	0.071674368	0.183883972	2.571968527	0.01031821	0.013732246	-4.246600764
CPA4	0.110088639	0.087641394	2.571564971	0.010330128	0.013747169	-4.247627426
NRXN2	-0.103419672	0.427696745	-2.571427784	0.010334182	0.013751625	-4.247976398
KIR2DS1	0.064379371	-0.02243514	2.570680039	0.010356305	0.013780123	-4.249878172
FAM83F	-0.105124351	-0.10087169	-2.570383014	0.010365105	0.01379089	-4.250633457
KIAA0574	0.165541211	0.359000191	2.569402629	0.010394196	0.013827889	-4.253125809
PAPPA2	0.054476742	-0.03410218	2.569398047	0.010394332	0.013827889	-4.253137454
ACE2	-0.132685724	0.405454021	-2.568888065	0.010409494	0.013847114	-4.254433569
SPOPL	-0.12977219	0.226633389	-2.568808156	0.010411872	0.013849332	-4.254636632
OR2T8	0.09690796	0.556025084	2.568120557	0.01043235	0.013875623	-4.256383706
MAGEB5	-0.074758182	-0.067708265	-2.568069392	0.010433875	0.013876705	-4.256513689
MAD1L1	-0.074264933	-0.121754923	-2.567757235	0.010443185	0.013888139	-4.25730666
PSME2	-0.13593686	-0.224571578	-2.567640009	0.010446683	0.013891843	-4.257604425
LGR6	-0.279044208	0.275090442	-2.567215024	0.010459373	0.013907769	-4.258683812
C9orf128	0.100556544	0.020483179	2.567114349	0.010462381	0.01391082	-4.258939484
CMYA5	0.064846502	0.137431801	2.567033475	0.010464799	0.013913085	-4.259144861
TRY1	0.117694787	0.045607062	2.566292508	0.010486967	0.013941607	-4.261026237
MPP7	-0.104922719	-0.173119534	-2.56372273	0.010564177	0.014043294	-4.267546985
SPTBN4	0.151215818	0.053071076	2.563440302	0.010572694	0.014053656	-4.268263249
TPT1	0.088235074	0.537169044	2.562495597	0.010601225	0.014090574	-4.270658543
TMPRSS11E	-0.397039092	0.79781088	-2.562472828	0.010601914	0.014090574	-4.270716262
CHGA	0.311506276	-0.205690152	2.561251925	0.01063889	0.014138755	-4.273810546
C12orf56	0.131929061	0.186185175	2.560914055	0.010649144	0.014151416	-4.274666595
KCTD17	0.159812073	0.386230927	2.560776645	0.010653316	0.014155995	-4.275014714
ICOS	-0.095962644	0.265688407	-2.560287671	0.010668176	0.014174774	-4.276253351
BDKRB2	-0.135317259	0.320675073	-2.560016953	0.01067641	0.014184748	-4.276939014
FBXO33	0.093022737	-0.049373067	2.559803045	0.010682921	0.014192431	-4.277480742
ADAMTSL5	-0.082129553	0.332282595	-2.559226063	0.0107005	0.014214816	-4.278941742
EPAS1	-0.139810539	0.142664106	-2.558864724	0.010711523	0.014228488	-4.27985654
ZNF260	-0.059722641	0.029320398	-2.558325442	0.010727992	0.014249394	-4.281221596
SPATC1	0.092294491	-0.218576784	2.558227261	0.010730993	0.014252408	-4.281470087
THA1P	-0.118934373	0.037860743	-2.557727843	0.010746268	0.014271724	-4.28273394
ANAPC13	0.097796895	0.111905627	2.556812477	0.010774317	0.014307999	-4.285049782
PA2G4	0.128861342	-0.27904134	2.556215665	0.010792639	0.014331354	-4.286559257
TMEM102	-0.138196053	0.87570507	-2.554336204	0.010850521	0.014407233	-4.291310585
PCBP3	-0.076436188	0.131412997	-2.554286715	0.010852049	0.01440828	-4.291435648
C7orf41	-0.204418142	0.962340722	-2.553814593	0.010866634	0.014426662	-4.292628624
VSTM3	0.083680202	0.203012776	2.553446503	0.010878018	0.014440791	-4.293558577
KCNK12	-0.187295213	-0.125235697	-2.552144683	0.010918363	0.014493362	-4.29684648
RPL7	-0.144723678	0.450978388	-2.551413749	0.010941074	0.01452252	-4.29869182
KIF22	0.11179773	0.164789456	2.551366829	0.010942533	0.014523468	-4.298810256
RGS20	-0.328276341	-0.10223692	-2.551306174	0.01094442	0.014524983	-4.298963362
SVOPL	0.137371146	0.253933778	2.551244888	0.010946326	0.014526524	-4.299118057
LOC474358	0.117552053	0.433490006	2.550930527	0.010956111	0.014538519	-4.299911491
DUSP5	0.151465656	0.351852877	2.550290787	0.010976047	0.014563982	-4.301525873
XAGE1D	0.087319365	-0.00677281	2.549951559	0.010986632	0.014577034	-4.302381754
MATN4	0.058854764	0.452646207	2.548607829	0.011028648	0.014631785	-4.305770916
MRPL44	0.113668739	0.424091972	2.548543184	0.011030673	0.014633475	-4.30593392
LOC284801	-0.467090458	1.036844411	-2.548511373	0.01103167	0.014633801	-4.30601413
CORO7	0.134581179	-0.060018245	2.548484559	0.01103251	0.01463392	-4.306081742
NACA2	0.121746671	0.240579631	2.548380809	0.011035761	0.014637236	-4.306343335
USP2	0.08864171	0.257864385	2.548337175	0.011037128	0.014638053	-4.30645335
SENP7	0.111541244	0.016083892	2.548118755	0.011043976	0.014646138	-4.307004025
DMC1	0.158243441	0.421708565	2.547770146	0.011054913	0.014659646	-4.307882838
ERBB3	-0.35412921	-0.958515169	-2.54753145	0.011062408	0.014668586	-4.308484501
RNF138	-0.18771795	-0.595403912	-2.546855886	0.011083643	0.014695744	-4.310187044
CMA1	0.08644177	-0.016878751	2.54568506	0.011120533	0.014743652	-4.313136686
PEG10	0.0967574	0.14322468	2.545060294	0.011140262	0.014768804	-4.314710103
DEPDC2	-0.2694224	0.159313276	-2.544381282	0.011161739	0.014796271	-4.316419704
RCCD1	-0.127184032	0.518940793	-2.543804343	0.011180017	0.014819492	-4.317871955
RICTOR	-0.257699663	0.759727796	-2.543181317	0.011199785	0.014844686	-4.319439854
RPL41L	0.139911965	0.993202757	2.542024521	0.011236571	0.014892431	-4.322350032
UROD	0.124241269	0.127082634	2.54192024	0.011239893	0.01489582	-4.322612308
DEXI	0.106892555	0.042055717	2.541853507	0.011242019	0.014897624	-4.322780144
BMI1	0.113755274	0.51083904	2.540998628	0.011269285	0.014931935	-4.324929804
RPE	-0.120440275	0.228718734	-2.540993676	0.011269443	0.014931935	-4.324942256
LOC151234	0.076322293	0.195261442	2.540928656	0.011271519	0.014933671	-4.325105722
LOC644192	-0.101346409	0.133394654	-2.540893788	0.011272633	0.014934131	-4.325193384
RPLP2	0.0899043	0.483101831	2.539644128	0.011312607	0.01498607	-4.328334347
C18orf57	0.082139999	0.447884545	2.539548825	0.011315661	0.014989097	-4.328573824
LOC647309	-0.166124507	0.908880799	-2.537579421	0.011378929	0.01507188	-4.33352057
EXOC3L	0.144386738	0.470735511	2.53677814	0.01140476	0.015105068	-4.335532149
KC6	-0.171705084	0.415811087	-2.536277331	0.011420932	0.015125458	-4.336789089
PC.3	-0.255891203	0.173154984	-2.535620059	0.011442187	0.015152578	-4.338438355
TTR	-0.892706675	-1.808896616	-2.534490767	0.011478788	0.015200015	-4.34127106
PLB1	0.109518692	-0.139207235	2.533768547	0.01150225	0.015230048	-4.343082021
PRDM9	-0.073596153	0.184369453	-2.533450888	0.011512583	0.015242694	-4.343878387
ENAM	0.096131411	0.30530072	2.532284047	0.011550609	0.015292003	-4.346802801
EPS15	0.088203256	-0.264295924	2.531899099	0.011563179	0.015307604	-4.347767291
C14orf105	0.118476432	0.194239503	2.529543382	0.011640366	0.015408738	-4.353666432
NMD3	0.173444591	-0.523704067	2.529212343	0.011651249	0.015421516	-4.354494982
FASN	-0.165087334	0.610406061	-2.529201628	0.011651601	0.015421516	-4.354521799
CPNE1	-0.067348866	0.26173824	-2.528566353	0.011672513	0.015448145	-4.356111507
PAPD4	-0.072023994	0.037411204	-2.528149079	0.011686266	0.015465297	-4.357155477
MAX	-0.064265099	0.182400933	-2.527836884	0.011696566	0.015477876	-4.357936444
FUT10	0.08929508	-0.122463716	2.527724717	0.011700268	0.015481724	-4.358217009
KIAA1147	-0.163247278	-0.350618538	-2.527570925	0.011705346	0.015487392	-4.358601672
DLEU2L	0.275657754	-0.209369712	2.524781121	0.011797805	0.015608664	-4.365575526
SCN1B	0.093332573	0.162084187	2.523744673	0.011832319	0.015652628	-4.368164475
TRPM1	0.143658037	-0.097174493	2.523734997	0.011832642	0.015652628	-4.368188641
AFF3	0.092905787	-0.167965315	2.52356135	0.011838433	0.015659226	-4.36862229
MFSD3	-0.07910403	-0.038578443	-2.522435428	0.011876046	0.015707913	-4.371433356
ZNF439	0.186777729	-0.55522918	2.522027481	0.0118897	0.01572385	-4.372451564
SPATA4	0.103228707	0.205036785	2.522027207	0.011889709	0.01572385	-4.372452247
CIB2	0.143765036	0.093854845	2.521420202	0.011910052	0.015749684	-4.37396699
CDC20	0.050312409	0.209382207	2.521036932	0.011922912	0.015765621	-4.374923234
TSHZ2	-0.101247768	-0.141058591	-2.520828617	0.011929907	0.0157738	-4.375442911
FLJ30901	-0.155582991	0.391269795	-2.520327724	0.011946742	0.015794987	-4.376692299
PI4K2B	-0.109194545	0.055315224	-2.520107138	0.011954162	0.015803726	-4.377242437
HIC1	-0.122788692	0.156389917	-2.519922634	0.011960372	0.015810862	-4.377702548
LTBP4	-0.064335635	0.418901275	-2.519733815	0.01196673	0.015818194	-4.378173387
LRRC56	-0.190400846	0.253991398	-2.519593683	0.011971451	0.015823361	-4.378522798
SLC7A6OS	0.084288927	-0.14121828	2.519218783	0.011984088	0.01583899	-4.379457494
TAS2R46	0.129007442	0.56120857	2.518926062	0.011993963	0.015850966	-4.380187206
ITIH3	-0.066738888	0.086058707	-2.518474357	0.012009216	0.015870048	-4.38131308
PAGE3	0.145675925	0.809100681	2.517463789	0.012043403	0.015914146	-4.383831206
SPANXA1	0.142647301	0.228330006	2.517334491	0.012047783	0.015918855	-4.384153317
KLHDC7B	0.071957381	0.137086894	2.516795158	0.012066069	0.015941936	-4.385496747
ZNF583	0.121246895	-0.453440094	2.516086009	0.012090151	0.015972671	-4.387262746
IRX4	-0.073346908	0.400831191	-2.515524561	0.012109247	0.015996815	-4.388660575
PSMC4	-0.11212225	-0.0230549	-2.515307767	0.012116628	0.01600548	-4.389200243
PPID	-0.166190683	-0.085240151	-2.512509101	0.01221227	0.016130725	-4.396162889
ZFY	0.096942905	0.15989648	2.512155608	0.012224398	0.01614565	-4.397041783
SLC34A3	-0.060440783	0.120231028	-2.511760787	0.012237956	0.016162462	-4.398023287
MRPS18B	0.120200187	0.219115448	2.511028825	0.012263127	0.016194607	-4.399842507
NR6A1	-0.0755507	0.091031791	-2.509362448	0.012320603	0.016269408	-4.403982181
GGPS1	0.205108768	-0.054670192	2.508194059	0.012361046	0.016321706	-4.406883126
FGFR1OP	0.111793422	-0.51053875	2.506908071	0.012405695	0.016379551	-4.410074519
OLFM2	-0.118165753	0.421541455	-2.506136103	0.012432566	0.016413918	-4.411989515
PPIAL4	-0.130795761	0.036543489	-2.50555886	0.012452692	0.016439376	-4.413421084
COBL	-0.157212529	-0.171298635	-2.505505482	0.012454555	0.016440721	-4.413553445
STATH	0.145373559	0.91675909	2.505255243	0.01246329	0.016451138	-4.414173927
WDR67	-0.110562213	-0.014769385	-2.505228688	0.012464218	0.016451248	-4.414239768
IL24	-0.261983761	0.411881086	-2.504710178	0.012482336	0.016474046	-4.415525236
DMD	-0.104454611	0.053892569	-2.504173085	0.012501128	0.016497731	-4.416856497
CRYZ	-0.246653493	0.138627384	-2.504038618	0.012505837	0.016502827	-4.417189748
GPHA2	-0.073515599	0.06882509	-2.503691296	0.012518007	0.016517768	-4.418050441
